wall_time,step,value
1772271043.8895395,51,0.019942376762628555
1772271146.796367,52,0.03868996351957321
1772271221.6337,53,0.022252414375543594
1772271294.2050302,54,0.03988240659236908
1772271379.5783608,55,0.01955193094909191
1772271435.7836242,56,0.03358079120516777
1772271526.3688996,57,0.029774239286780357
1772271577.452998,58,0.035081226378679276
1772271666.8714585,59,0.023813053965568542
1772271759.811933,60,0.03356273099780083
1772271841.0228949,61,0.033351704478263855
1772271905.1150749,62,0.025636281818151474
1772271983.1047316,63,0.039671774953603745
1772272028.1796463,64,0.021084830164909363
1772272115.727697,65,0.03415064513683319
1772272144.5351582,66,0.0330357663333416
1772272193.4000318,67,0.021469756960868835
1772272267.6464994,68,0.032697245478630066
1772272296.9282315,69,0.01297834888100624
1772272364.9954844,70,0.03135767579078674
1772272394.5853264,71,0.03072226233780384
1772272467.295873,72,0.022471733391284943
1772272523.75436,73,0.03001372329890728
1772272592.767877,74,0.03614168241620064
1772272631.5270104,75,0.019779961556196213
1772272692.33485,76,0.03769015148282051
1772272744.914469,77,0.02584981545805931
1772272812.0122519,78,0.036389585584402084
1772272835.7031753,79,0.031145533546805382
1772272878.7176836,80,0.03342382609844208
1772272910.1564195,81,0.026215143501758575
1772272955.3486574,82,0.026941420510411263
1772272999.7606902,83,0.03782086819410324
1772273037.6300097,84,0.02745566889643669
1772273081.2508354,85,0.03220541402697563
1772273118.0183551,86,0.039514947682619095
1772273193.1133132,87,0.02017265371978283
1772273254.1185725,88,0.02759742923080921
1772273364.1483848,89,0.016737589612603188
1772273407.144286,90,0.036092810332775116
1772273453.0537746,91,0.03554028272628784
1772273501.9337933,92,0.03909599408507347
1772273530.1062367,93,0.03309937193989754
1772273568.6457832,94,0.031780730932950974
1772273596.5844967,95,0.02551194094121456
1772273618.2265062,96,0.019121455028653145
1772273717.1966653,97,0.027046818286180496
1772273770.2960343,98,0.034780651330947876
1772273850.9970217,99,0.017883336171507835
1772274482.658812,100,0.037881605327129364
1772274509.476414,101,0.028702283278107643
1772274543.0658982,102,0.035802874714136124
1772274602.6740568,103,0.03148115798830986
1772274630.5793142,104,0.03140541911125183
1772274660.9834871,105,0.03123917616903782
1772274722.3781438,106,0.04275143891572952
1772274749.5171485,107,0.02831992320716381
1772274776.4668381,108,0.023927977308630943
1772274809.0976682,109,0.03224993124604225
1772274848.9770162,110,0.04195107892155647
1772274878.7788718,111,0.035421159118413925
1772274921.0160346,112,0.041507937014102936
1772274961.2990198,113,0.03558393567800522
1772275002.7283492,114,0.03322369605302811
1772275027.526648,115,0.02925901859998703
1772275054.929424,116,0.02939704991877079
1772275119.8884058,117,0.026830798014998436
1772275157.065546,118,0.03149102255702019
1772275179.2432885,119,0.026399554684758186
