wall_time,step,value
1772271043.892669,51,3.9657387733459473
1772271146.798749,52,2.4844436645507812
1772271221.6360672,53,3.7906506061553955
1772271294.2073991,54,2.5048952102661133
1772271379.5807335,55,5.505824089050293
1772271435.7869334,56,2.9031012058258057
1772271526.3713326,57,3.6651740074157715
1772271577.455428,58,2.508815050125122
1772271666.8747191,59,3.7666332721710205
1772271759.8152385,60,3.6821742057800293
1772271841.0261245,61,2.5169520378112793
1772271905.118266,62,3.5499587059020996
1772271983.10718,63,2.384528875350952
1772272028.182779,64,3.7708897590637207
1772272115.7309093,65,2.3314878940582275
1772272144.5383754,66,2.342444896697998
1772272193.403253,67,3.714874744415283
1772272267.6496758,68,2.7720232009887695
1772272296.931398,69,4.604509353637695
1772272364.9986482,70,2.527277946472168
1772272394.588483,71,2.4237983226776123
1772272467.2990365,72,3.6806640625
1772272523.757544,73,3.552748203277588
1772272592.771061,74,2.450162887573242
1772272631.5302083,75,3.7998299598693848
1772272692.3380995,76,2.3492469787597656
1772272744.917622,77,3.564138174057007
1772272812.0153987,78,2.7283947467803955
1772272835.7063503,79,2.7139787673950195
1772272878.7208967,80,2.5245559215545654
1772272910.1589022,81,2.4425318241119385
1772272955.3514664,82,2.8489809036254883
1772272999.7633834,83,2.7332255840301514
1772273037.632379,84,2.6022627353668213
1772273081.2533479,85,2.381882429122925
1772273118.0214489,86,2.430199146270752
1772273193.1163888,87,3.9438414573669434
1772273254.121555,88,3.489546537399292
1772273364.1508243,89,5.0751166343688965
1772273407.1474173,90,2.418494701385498
1772273453.056773,91,2.8596439361572266
1772273501.9368327,92,2.452777147293091
1772273530.1212347,93,2.523838996887207
1772273568.6489449,94,2.4104483127593994
1772273596.5875957,95,2.765378475189209
1772273618.2290065,96,3.001570463180542
1772273717.199142,97,3.7377986907958984
1772273770.2993314,98,2.643514633178711
1772273851.0002272,99,4.188778400421143
1772274482.7316327,100,2.5131945610046387
1772274509.47953,101,2.8458311557769775
1772274543.0690243,102,2.468658685684204
1772274602.6772375,103,2.7560431957244873
1772274630.582517,104,2.5563673973083496
1772274660.9867144,105,2.4057726860046387
1772274722.381323,106,2.6304931640625
1772274749.5204291,107,2.751589775085449
1772274776.469985,108,3.0454227924346924
1772274809.1001017,109,2.4392552375793457
1772274848.9801874,110,2.3809497356414795
1772274878.7820513,111,2.3895909786224365
1772274921.0191884,112,2.408986806869507
1772274961.3022053,113,2.510979652404785
1772275002.7314339,114,2.9332969188690186
1772275027.5300143,115,2.307950973510742
1772275054.932589,116,2.5298867225646973
1772275119.891582,117,3.637022018432617
1772275157.0687454,118,3.509718894958496
1772275179.2464132,119,2.424590826034546
1772275200.5949044,120,3.023719310760498
1772275232.661576,121,3.1405115127563477
1772275261.9131494,122,2.3818421363830566
1772275309.635551,123,2.3894426822662354
1772275341.7718399,124,2.3844690322875977
1772275384.2048788,125,2.4576926231384277
1772275447.2508938,126,2.7284762859344482
1772275489.2453518,127,2.3437862396240234
1772275526.4599562,128,3.2570228576660156
1772275572.88438,129,2.632399797439575
1772275620.8268526,130,2.4898881912231445
1772275645.0518286,131,2.367204189300537
1772275687.9211159,132,2.510887622833252
1772275716.842848,133,2.455688238143921
1772275764.9122047,134,3.2269294261932373
1772275814.401643,135,2.3873116970062256
1772275880.4367154,136,2.47507643699646
